Pcode,Locality,State,Comments,Category,Longitude,Latitude
4510,MOODLU,QLD,,"Delivery Area",152.911202,-27.055430
4510,ROCKSBERG,QLD,,"Delivery Area",152.842863,-27.112419
4510,TOORBUL,QLD,,"Delivery Area",153.101518,-27.038589
4510,"UPPER CABOOLTURE",QLD,,"Delivery Area",152.899496,-27.117827
4511,"GODWIN BEACH",QLD,,"Delivery Area",153.099702,-27.085850
4511,NINGI,QLD,,"Delivery Area",153.063621,-27.075706
4511,"SANDSTONE POINT",QLD,,"Delivery Area",153.134522,-27.077420
4512,BRACALBA,QLD,,"Delivery Area",152.836651,-27.003369
4512,WAMURAN,QLD,,"Delivery Area",152.863539,-27.041852
4512,"WAMURAN BASIN",QLD,,"Delivery Area",152.823795,-27.048468
4513,CORYMBIA,QLD,,"Delivery Area",152.866688,-27.094647
4513,GREENSTONE,QLD,,"Delivery Area",152.869397,-27.110549
4513,LILYWOOD,QLD,,"Delivery Area",152.899165,-27.101799
4513,"WAGTAIL GROVE",QLD,,"Delivery Area",152.880876,-27.104878
4513,WARABA,QLD,,"Delivery Area",152.878380,-27.086652
4514,BELLTHORPE,QLD,,"Delivery Area",152.718057,-26.856102
4514,CEDARTON,QLD,,"Delivery Area",152.811722,-26.859777
4514,"COMMISSIONERS FLAT",QLD,,"Delivery Area",152.839444,-26.871833
4514,D'AGUILAR,QLD,,"Delivery Area",152.798088,-26.985141
4514,"DELANEYS CREEK",QLD,,"Delivery Area",152.774391,-27.011640
4514,"MOUNT ARCHER",QLD,"SOMERSET REGIONAL COUNCIL","Delivery Area",152.659615,-26.989034
4514,"MOUNT DELANEY",QLD,,"Delivery Area",152.716803,-27.018087
4514,NEURUM,QLD,,"Delivery Area",152.696426,-26.977476
4514,STANMORE,QLD,,"Delivery Area",152.798946,-26.907459
4514,"STONY CREEK",QLD,,"Delivery Area",152.705434,-26.915760
4514,VILLENEUVE,QLD,,"Delivery Area",152.634460,-26.952703
4514,WESTVALE,QLD,,"Delivery Area",152.617813,-27.019188
4514,WOODFORD,QLD,,"Delivery Area",152.797999,-26.939126
4515,GLENFERN,QLD,,"Delivery Area",152.599680,-26.958955
4515,HAZELDEAN,QLD,,"Delivery Area",152.538436,-27.029360
4515,JIMNA,QLD,,"Delivery Area",152.539964,-26.701383
4515,KILCOY,QLD,,"Delivery Area",152.562486,-26.943183
4515,KINGAHAM,QLD,,"Delivery Area",152.372741,-26.550275
4515,MONSILDALE,QLD,,"Delivery Area",152.368049,-26.700968
4515,"MOUNT KILCOY",QLD,,"Delivery Area",152.574870,-26.847529
4515,ROYSTON,QLD,,"Delivery Area",152.660415,-26.921627
4515,"SANDY CREEK",QLD,,"Delivery Area",152.642560,-26.841556
4515,"SHEEP STATION CREEK",QLD,,"Delivery Area",152.473630,-26.824313
4515,WINYA,QLD,,"Delivery Area",152.582483,-26.937729
4515,WOOLMAR,QLD,,"Delivery Area",152.504737,-26.938599
4516,ELIMBAH,QLD,,"Delivery Area",152.969898,-26.999613
4517,BEERBURRUM,QLD,,"Delivery Area",152.971598,-26.952148
4518,"GLASS HOUSE MOUNTAINS",QLD,,"Delivery Area",152.930669,-26.902803
4519,BEERWAH,QLD,,"Delivery Area",152.961913,-26.857238
4519,"COOCHIN CREEK",QLD,,"Delivery Area",153.057149,-26.889791
4519,CROHAMHURST,QLD,,"Delivery Area",152.861050,-26.806934
4519,PEACHESTER,QLD,,"Delivery Area",152.868133,-26.840785
4520,"ARMSTRONG CREEK",QLD,,"Delivery Area",152.795235,-27.228198
4520,"CAMP MOUNTAIN",QLD,,"Delivery Area",152.879517,-27.397723
4520,"CEDAR CREEK",QLD,"MORETON BAY REGIONAL COUNCIL","Delivery Area",152.819074,-27.334092
4520,CLOSEBURN,QLD,,"Delivery Area",152.864761,-27.327877
4520,DRAPER,QLD,,"Delivery Area",152.916831,-27.357841
4520,"ENOGGERA RESERVOIR",QLD,,"Delivery Area",152.865721,-27.429859
4520,HIGHVALE,QLD,,"Delivery Area",152.811987,-27.372931
4520,"JOLLYS LOOKOUT",QLD,,"Delivery Area",152.826967,-27.410181
4520,"KOBBLE CREEK",QLD,,"Delivery Area",152.796660,-27.267835
4520,"MOUNT GLORIOUS",QLD,,"Delivery Area",152.764293,-27.322873
4520,"MOUNT NEBO",QLD,,"Delivery Area",152.781054,-27.376114
4520,"MOUNT SAMSON",QLD,,"Delivery Area",152.847711,-27.300501
4520,SAMFORD,QLD,,"Delivery Area",,
4520,"SAMFORD VALLEY",QLD,,"Delivery Area",152.855876,-27.370487
4520,"SAMFORD VILLAGE",QLD,,"Delivery Area",152.884678,-27.373508
4520,SAMSONVALE,QLD,,"Delivery Area",152.858038,-27.248065
4520,"WIGHTS MOUNTAIN",QLD,,"Delivery Area",152.844017,-27.395374
4520,YUGAR,QLD,,"Delivery Area",152.872215,-27.344478
4521,"CAMPBELLS POCKET",QLD,,"Delivery Area",152.804896,-27.075596
4521,DAYBORO,QLD,,"Delivery Area",152.820923,-27.201719
4521,"KING SCRUB",QLD,,"Delivery Area",152.823965,-27.167972
4521,"LACEYS CREEK",QLD,,"Delivery Area",152.742651,-27.201654
4521,"MOUNT MEE",QLD,,"Delivery Area",152.741841,-27.067162
4521,"MOUNT PLEASANT",QLD,"MORETON BAY REGIONAL COUNCIL","Delivery Area",152.769130,-27.147709
4521,"OCEAN VIEW",QLD,,"Delivery Area",152.797648,-27.129500
4521,"RUSH CREEK",QLD,,"Delivery Area",152.862835,-27.204918
4550,LANDSBOROUGH,QLD,,"Delivery Area",152.990512,-26.810615
4550,"MOUNT MELLUM",QLD,,"Delivery Area",152.930098,-26.815060
4551,AROONA,QLD,,"Delivery Area",153.115994,-26.782468
4551,BANYA,QLD,,"Delivery Area",153.041950,-26.831338
4551,BARINGA,QLD,,"Delivery Area",153.080108,-26.809041
4551,"BATTERY HILL",QLD,,"Delivery Area",153.129073,-26.779334
4551,"BELLS CREEK",QLD,,"Delivery Area",153.074068,-26.829842
4551,CALOUNDRA,QLD,,"Delivery Area",153.128042,-26.795286
4551,"CALOUNDRA DC",QLD,,"Delivery Area",,
4551,"CALOUNDRA WEST",QLD,,"Delivery Area",153.100298,-26.806220
4551,"CORBOULD PARK",QLD,,"Delivery Area",153.060309,-26.797397
4551,CURRIMUNDI,QLD,,"Delivery Area",153.123657,-26.767367
4551,"DICKY BEACH",QLD,,"Delivery Area",153.135514,-26.782786
4551,GAGALBA,QLD,,"Delivery Area",153.053066,-26.842248
4551,"GOLDEN BEACH",QLD,,"Delivery Area",153.121091,-26.820848
4551,"KINGS BEACH",QLD,,"Delivery Area",153.143993,-26.802038
4551,"LITTLE MOUNTAIN",QLD,,"Delivery Area",153.094650,-26.785745
4551,"MERIDAN PLAINS",QLD,,"Delivery Area",153.086138,-26.762582
4551,"MOFFAT BEACH",QLD,,"Delivery Area",153.135987,-26.793368
4551,NIRIMBA,QLD,,"Delivery Area",153.050477,-26.817584
4551,"PELICAN WATERS",QLD,,"Delivery Area",153.101132,-26.832503
4551,"SHELLY BEACH",QLD,"SUNSHINE COAST REGIONAL COUNCIL","Delivery Area",153.145984,-26.796309
4552,"BALD KNOB",QLD,,"Delivery Area",152.908916,-26.777923
4552,"BALMORAL RIDGE",QLD,,"Delivery Area",152.891639,-26.753249
4552,BOOROOBIN,QLD,,"Delivery Area",152.784831,-26.820493
4552,CAMBROON,QLD,,"Delivery Area",152.674529,-26.652555
4552,CONONDALE,QLD,,"Delivery Area",152.670954,-26.743234
4552,"CRYSTAL WATERS",QLD,"CARE PO","Delivery Area",,
4552,CURRAMORE,QLD,,"Delivery Area",152.732295,-26.676082
4552,"ELAMAN CREEK",QLD,,"Delivery Area",152.780361,-26.716069
4552,MALENY,QLD,,"Delivery Area",152.852614,-26.765005
4552,"NORTH MALENY",QLD,,"Delivery Area",152.872931,-26.726979
4552,REESVILLE,QLD,,"Delivery Area",152.800843,-26.759876
4552,WITTA,QLD,,"Delivery Area",152.826807,-26.709095
4552,WOOTHA,QLD,,"Delivery Area",152.802380,-26.783722
4553,"DIAMOND VALLEY",QLD,,"Delivery Area",152.926334,-26.754279
4553,GLENVIEW,QLD,,"Delivery Area",153.020568,-26.769476
4553,MOOLOOLAH,QLD,,"Delivery Area",,
4553,"MOOLOOLAH VALLEY",QLD,,"Delivery Area",152.967971,-26.762669
4553,PALMVIEW,QLD,,"Delivery Area",153.053779,-26.748485
4554,EUDLO,QLD,,"Delivery Area",152.939062,-26.730642
4554,ILKLEY,QLD,,"Delivery Area",152.996579,-26.731569
4555,CHEVALLUM,QLD,,"Delivery Area",152.995584,-26.700004
4555,HUNCHY,QLD,,"Delivery Area",152.924028,-26.680044
4555,"LANDERS SHOOT",QLD,,"Delivery Area",152.927774,-26.714609
4555,PALMWOODS,QLD,,"Delivery Area",152.960864,-26.692774
4556,BUDERIM,QLD,,"Delivery Area",153.068515,-26.687988
4556,"FOREST GLEN",QLD,,"Delivery Area",153.015513,-26.680471
4556,"KUNDA PARK",QLD,,"Delivery Area",153.040116,-26.661329
4556,MONS,QLD,,"Delivery Area",153.024161,-26.691550
4556,"SIPPY DOWNS",QLD,,"Delivery Area",153.078292,-26.725802
4556,TANAWHA,QLD,,"Delivery Area",153.029768,-26.723948
4557,MOOLOOLABA,QLD,,"Delivery Area",153.116238,-26.686067
4557,"MOUNTAIN CREEK",QLD,,"Delivery Area",153.102607,-26.700285
4558,"COTTON TREE",QLD,"PO BOXES","Delivery Area",,
4558,KULUIN,QLD,,"Delivery Area",153.056001,-26.657597
4558,MAROOCHYDORE,QLD,,"Delivery Area",153.084872,-26.655392
4558,"MAROOCHYDORE BC",QLD,"PO BOXES & LOCKED BAGS","Delivery Area",,
4558,"MAROOCHYDORE DC",QLD,,"Delivery Area",,
4558,"SUNSHINE PLAZA",QLD,"PO BOXES","Delivery Area",,
4559,DIDDILLIBAH,QLD,,"Delivery Area",153.037371,-26.648626
4559,"KIELS MOUNTAIN",QLD,,"Delivery Area",153.007393,-26.657905
4559,"WEST WOOMBYE",QLD,,"Delivery Area",152.932372,-26.667098
4559,WOOMBYE,QLD,,"Delivery Area",152.978109,-26.660580
4560,"BLI BLI",QLD,,"Delivery Area",153.021783,-26.610533
4560,BURNSIDE,QLD,,"Delivery Area",152.941199,-26.630970
4560,"COES CREEK",QLD,,"Delivery Area",152.946547,-26.648889
4560,COOLOOLABIN,QLD,,"Delivery Area",152.895000,-26.536868
4560,DULONG,QLD,,"Delivery Area",152.894040,-26.644519
4560,FLAXTON,QLD,,"Delivery Area",152.864771,-26.655528
4560,HIGHWORTH,QLD,,"Delivery Area",152.930284,-26.616367
4560,"IMAGE FLAT",QLD,,"Delivery Area",152.924725,-26.599634
4560,KIAMBA,QLD,,"Delivery Area",152.907524,-26.574099
4560,KULANGOOR,QLD,,"Delivery Area",152.953657,-26.588385
4560,KUREELPA,QLD,,"Delivery Area",152.893414,-26.608336
4560,MAPLETON,QLD,,"Delivery Area",152.861282,-26.629596
4560,MONTVILLE,QLD,,"Delivery Area",152.894051,-26.697135
4560,NAMBOUR,QLD,,"Delivery Area",152.957680,-26.624931
4560,"NAMBOUR BC",QLD,,"Delivery Area",,
4560,"NAMBOUR DC",QLD,,"Delivery Area",,
4560,PARKLANDS,QLD,,"Delivery Area",152.981112,-26.591263
4560,PERWILLOWEN,QLD,,"Delivery Area",152.924121,-26.635725
4560,ROSEMOUNT,QLD,,"Delivery Area",153.003852,-26.631598
4560,"SUNSHINE COAST MC",QLD,"PO BOXES & LOCKED BAGS","Delivery Area",,
4560,"TOWEN MOUNTAIN",QLD,,"Delivery Area",152.923165,-26.649431
4561,BRIDGES,QLD,,"Delivery Area",152.943339,-26.528918
4561,"MAROOCHY RIVER",QLD,,"Delivery Area",153.021821,-26.575938
4561,NINDERRY,QLD,,"Delivery Area",152.975562,-26.539099
4561,"NORTH ARM",QLD,,"Delivery Area",152.957758,-26.511002
4561,VALDORA,QLD,,"Delivery Area",153.008384,-26.552142
4561,YANDINA,QLD,,"Delivery Area",152.959358,-26.566056
4561,"YANDINA CREEK",QLD,,"Delivery Area",153.025825,-26.522473
4562,"BELLI PARK",QLD,,"Delivery Area",152.819740,-26.504886
4562,DOONAN,QLD,,"Delivery Area",153.006135,-26.452396
4562,"EERWAH VALE",QLD,,"Delivery Area",152.909545,-26.477970
4562,EUMUNDI,QLD,,"Delivery Area",152.955565,-26.466593
4562,VERRIERDALE,QLD,,"Delivery Area",153.015405,-26.487553
4562,"WEYBA DOWNS",QLD,,"Delivery Area",153.049141,-26.452895
4563,"BLACK MOUNTAIN",QLD,,"Delivery Area",152.850541,-26.422661
4563,"CARTERS RIDGE",QLD,,"Delivery Area",152.771321,-26.451699
4563,COOROY,QLD,,"Delivery Area",152.902321,-26.419494
4563,"COOROY MOUNTAIN",QLD,,"Delivery Area",152.951623,-26.431503
4563,"LAKE MACDONALD",QLD,,"Delivery Area",152.937313,-26.390134
4563,RIDGEWOOD,QLD,,"Delivery Area",152.834469,-26.463309
4563,TINBEERWAH,QLD,,"Delivery Area",152.976898,-26.404657
4564,MARCOOLA,QLD,,"Delivery Area",153.079721,-26.592482
4564,MUDJIMBA,QLD,,"Delivery Area",153.092536,-26.620867
4564,"PACIFIC PARADISE",QLD,,"Delivery Area",153.074519,-26.623182
4564,"TWIN WATERS",QLD,,"Delivery Area",153.082084,-26.630139
4565,"BOREEN POINT",QLD,,"Delivery Area",152.985595,-26.281708
4565,COOROIBAH,QLD,,"Delivery Area",153.010790,-26.349996
4565,COOTHARABA,QLD,,"Delivery Area",152.935976,-26.281677
4565,"NOOSA NORTH SHORE",QLD,,"Delivery Area",153.038655,-26.255352
4565,"RINGTAIL CREEK",QLD,,"Delivery Area",152.945120,-26.334214
4565,TEWANTIN,QLD,,"Delivery Area",153.016561,-26.391273
4566,NOOSAVILLE,QLD,,"Delivery Area",153.057476,-26.424749
4566,"NOOSAVILLE DC",QLD,,"Delivery Area",,
4567,"CASTAWAYS BEACH",QLD,,"Delivery Area",153.098111,-26.432795
4567,"NOOSA HEADS",QLD,,"Delivery Area",153.091036,-26.400120
4567,"SUNRISE BEACH",QLD,,"Delivery Area",153.102758,-26.415561
4567,"SUNSHINE BEACH",QLD,,"Delivery Area",153.105334,-26.403800
4568,FEDERAL,QLD,,"Delivery Area",152.811012,-26.401348
4568,PINBARREN,QLD,,"Delivery Area",152.863153,-26.318908
4568,POMONA,QLD,,"Delivery Area",152.871800,-26.362663
4569,COORAN,QLD,,"Delivery Area",152.808175,-26.345532
4570,AMAMOOR,QLD,,"Delivery Area",152.680593,-26.345707
4570,"AMAMOOR CREEK",QLD,,"Delivery Area",152.523394,-26.376164
4570,ANDERLEIGH,QLD,,"Delivery Area",152.679805,-26.017255
4570,ARALUEN,QLD,,"Delivery Area",152.659752,-26.157657
4570,"BANKS POCKET",QLD,,"Delivery Area",152.671043,-26.151995
4570,"BEENAAM VALLEY",QLD,,"Delivery Area",152.816886,-26.191667
4570,"BELLA CREEK",QLD,,"Delivery Area",152.546762,-26.478479
4570,"BELLS BRIDGE",QLD,,"Delivery Area",152.545041,-26.126614
4570,BOLLIER,QLD,,"Delivery Area",152.733983,-26.457252
4570,BROOLOO,QLD,,"Delivery Area",152.707763,-26.514498
4570,CALGOA,QLD,,"Delivery Area",152.223861,-25.865676
4570,"CALICO CREEK",QLD,,"Delivery Area",152.648034,-26.300962
4570,CANINA,QLD,,"Delivery Area",152.742749,-26.135153
4570,"CEDAR POCKET",QLD,,"Delivery Area",152.802966,-26.212977
4570,CHATSWORTH,QLD,,"Delivery Area",152.609620,-26.138648
4570,"COLES CREEK",QLD,,"Delivery Area",152.741061,-26.357832
4570,COONDOO,QLD,,"Delivery Area",152.894959,-26.190969
4570,CORELLA,QLD,,"Delivery Area",152.646496,-26.106254
4570,CURRA,QLD,,"Delivery Area",152.598922,-26.071566
4570,DAGUN,QLD,,"Delivery Area",152.667428,-26.318692
4570,DOWNSFIELD,QLD,,"Delivery Area",152.723485,-26.043683
4570,"EAST DEEP CREEK",QLD,,"Delivery Area",152.718720,-26.196007
4570,"FISHERMANS POCKET",QLD,,"Delivery Area",152.608700,-26.167015
4570,GILLDORA,QLD,,"Delivery Area",152.676915,-26.299894
4570,GLANMIRE,QLD,,"Delivery Area",152.695861,-26.228283
4570,GLASTONBURY,QLD,,"Delivery Area",152.529209,-26.200052
4570,"GLEN ECHO",QLD,,"Delivery Area",152.397601,-25.910969
4570,GLENWOOD,QLD,,"Delivery Area",152.633922,-25.929090
4570,GOOMBOORIAN,QLD,,"Delivery Area",152.781740,-26.082357
4570,"GREENS CREEK",QLD,,"Delivery Area",152.747090,-26.169319
4570,GUNALDA,QLD,,"Delivery Area",152.594473,-26.003388
4570,GYMPIE,QLD,,"Delivery Area",152.661281,-26.183496
4570,"GYMPIE DC",QLD,"PO BOXES & LOCKED BAGS","Delivery Area",,
4570,IMBIL,QLD,,"Delivery Area",152.640833,-26.503945
4570,"JONES HILL",QLD,,"Delivery Area",152.659912,-26.237101
4570,KANDANGA,QLD,,"Delivery Area",152.691079,-26.392099
4570,"KANDANGA CREEK",QLD,,"Delivery Area",152.628807,-26.400798
4570,KANIGAN,QLD,,"Delivery Area",152.587234,-25.940520
4570,"KIA ORA",QLD,,"Delivery Area",152.765551,-26.022668
4570,KYBONG,QLD,,"Delivery Area",152.712842,-26.291411
4570,"LAGOON POCKET",QLD,,"Delivery Area",152.683823,-26.276689
4570,"LAKE BORUMBA",QLD,,"Delivery Area",152.513597,-26.523275
4570,LANGSHAW,QLD,,"Delivery Area",152.587519,-26.304054
4570,"LONG FLAT",QLD,,"Delivery Area",152.659625,-26.268538
4570,"LOWER WONGA",QLD,,"Delivery Area",152.442810,-26.110071
4570,MARODIAN,QLD,,"Delivery Area",152.287188,-25.843864
4570,"MARYS CREEK",QLD,,"Delivery Area",152.583839,-26.246290
4570,"MCINTOSH CREEK",QLD,,"Delivery Area",152.640910,-26.260762
4570,MELAWONDI,QLD,,"Delivery Area",152.660954,-26.417351
4570,MIVA,QLD,,"Delivery Area",152.469787,-25.955622
4570,MONKLAND,QLD,,"Delivery Area",152.685006,-26.213247
4570,MOOLOO,QLD,,"Delivery Area",152.615198,-26.300565
4570,"MOTHAR MOUNTAIN",QLD,,"Delivery Area",152.759793,-26.234049
4570,"MUNNA CREEK",QLD,,"Delivery Area",152.451897,-25.885735
4570,NAHRUNDA,QLD,,"Delivery Area",152.618649,-26.207050
4570,NEERDIE,QLD,,"Delivery Area",152.715027,-25.953495
4570,"NEUSA VALE",QLD,,"Delivery Area",152.845261,-26.195585
4570,"NORTH DEEP CREEK",QLD,,"Delivery Area",152.693967,-26.089512
4570,PATERSON,QLD,,"Delivery Area",152.526111,-25.888898
4570,"PIE CREEK",QLD,,"Delivery Area",152.618160,-26.232175
4570,"ROSS CREEK",QLD,,"Delivery Area",152.746473,-26.097301
4570,"SCOTCHY POCKET",QLD,,"Delivery Area",152.530761,-26.003824
4570,"SCRUBBY CREEK",QLD,"GYMPIE REGIONAL COUNCIL","Delivery Area",152.573972,-26.223751
4570,SEXTON,QLD,,"Delivery Area",152.466564,-26.039861
4570,SOUTHSIDE,QLD,,"Delivery Area",152.649675,-26.208688
4570,TAMAREE,QLD,,"Delivery Area",152.660134,-26.135137
4570,TANDUR,QLD,,"Delivery Area",152.763433,-26.283598
4570,"THE DAWN",QLD,,"Delivery Area",152.684626,-26.248959
4570,THEEBINE,QLD,,"Delivery Area",152.532297,-25.940568
4570,"THE PALMS",QLD,,"Delivery Area",152.583223,-26.189045
4570,"TOOLARA FOREST",QLD,,"Delivery Area",152.860154,-26.010216
4570,TRAVESTON,QLD,,"Delivery Area",152.760931,-26.323327
4570,TUCHEKOI,QLD,,"Delivery Area",152.755641,-26.405614
4570,"TWO MILE",QLD,,"Delivery Area",152.632050,-26.170243
4570,"UPPER GLASTONBURY",QLD,,"Delivery Area",152.490407,-26.298054
4570,"UPPER KANDANGA",QLD,,"Delivery Area",152.480543,-26.435103
4570,VETERAN,QLD,,"Delivery Area",152.706339,-26.141884
4570,"VICTORY HEIGHTS",QLD,,"Delivery Area",152.692101,-26.171808
4570,WALLU,QLD,,"Delivery Area",152.904231,-25.950416
4570,WIDGEE,QLD,,"Delivery Area",152.404345,-26.243269
4570,"WIDGEE CROSSING NORTH",QLD,,"Delivery Area",152.615600,-26.183108
4570,"WIDGEE CROSSING SOUTH",QLD,,"Delivery Area",152.612005,-26.197913
4570,"WILSONS POCKET",QLD,,"Delivery Area",152.801340,-26.136700
4570,WOLVI,QLD,,"Delivery Area",152.844264,-26.144878
4570,WOOLOOGA,QLD,,"Delivery Area",152.354224,-25.978575
4570,WOONDUM,QLD,,"Delivery Area",152.728362,-26.252131
4571,COMO,QLD,,"Delivery Area",152.976946,-26.202289
4571,"KIN KIN",QLD,,"Delivery Area",152.870926,-26.257207
4572,"ALEXANDRA HEADLAND",QLD,,"Delivery Area",153.101774,-26.669630
4573,"COOLUM BEACH",QLD,,"Delivery Area",153.068766,-26.537764
4573,"MARCUS BEACH",QLD,,"Delivery Area",153.092296,-26.448599
4573,"MOUNT COOLUM",QLD,,"Delivery Area",153.081259,-26.566660
4573,"PEREGIAN BEACH",QLD,,"Delivery Area",153.075050,-26.474531
4573,"PEREGIAN SPRINGS",QLD,,"Delivery Area",153.069643,-26.494956
4573,"POINT ARKWRIGHT",QLD,,"Delivery Area",153.098230,-26.546652
4573,YAROOMBA,QLD,,"Delivery Area",153.091770,-26.552380
4574,COOLABINE,QLD,,"Delivery Area",152.776021,-26.602358
4574,GHEERULLA,QLD,,"Delivery Area",152.820679,-26.576633
4574,KENILWORTH,QLD,,"Delivery Area",152.616617,-26.635269
4574,"KIDAMAN CREEK",QLD,,"Delivery Area",152.769093,-26.645687
4574,"MOY POCKET",QLD,,"Delivery Area",152.739537,-26.520029
4574,"OBI OBI",QLD,,"Delivery Area",152.820535,-26.644228
4575,BIRTINYA,QLD,,"Delivery Area",153.115628,-26.745700
4575,BOKARINA,QLD,,"Delivery Area",153.129588,-26.738864
4575,BUDDINA,QLD,,"Delivery Area",153.132662,-26.697944
4575,MINYAMA,QLD,,"Delivery Area",153.121970,-26.694741
4575,PARREARRA,QLD,,"Delivery Area",153.121769,-26.712395
4575,WARANA,QLD,,"Delivery Area",153.131265,-26.719943
4575,WURTULLA,QLD,,"Delivery Area",153.126682,-26.755517
4580,COOLOOLA,QLD,,"Delivery Area",153.014018,-26.021240
4580,"COOLOOLA COVE",QLD,,"Delivery Area",153.004382,-25.986919
4580,"TIN CAN BAY",QLD,,"Delivery Area",152.946331,-25.883018
4581,EURONG,QLD,"FRASER COAST REGIONAL COUNCIL","Delivery Area",153.119637,-25.514947
4581,INSKIP,QLD,,"Delivery Area",153.058573,-25.842203
4581,K'GARI,QLD,,"Delivery Area",153.148843,-25.277666
4581,"ORCHID BEACH",QLD,,"Delivery Area",,
4581,"RAINBOW BEACH",QLD,,"Delivery Area",153.074368,-25.905587
4600,"BLACK SNAKE",QLD,,"Delivery Area",152.270147,-26.205305
4600,CINNABAR,QLD,,"Delivery Area",152.174389,-26.131393
4600,KILKIVAN,QLD,,"Delivery Area",152.247734,-26.078115
4600,MUDLO,QLD,,"Delivery Area",152.229641,-25.958860
4600,OAKVIEW,QLD,,"Delivery Area",152.321694,-26.108558
4601,BARAMBAH,QLD,,"Delivery Area",152.129687,-26.313840
4601,BOONARA,QLD,,"Delivery Area",152.022234,-26.075060
4601,BOOUBYJAN,QLD,,"Delivery Area",151.915252,-25.888492
4601,GOOMERI,QLD,,"Delivery Area",152.080141,-26.183542
4601,GOOMERIBONG,QLD,,"Delivery Area",152.012149,-26.143674
4601,KINBOMBI,QLD,,"Delivery Area",152.170155,-26.239013
4601,MANUMBAR,QLD,,"Delivery Area",152.292349,-26.370218
4601,TANSEY,QLD,,"Delivery Area",152.085627,-25.971617
4601,"WRATTENS FOREST",QLD,,"Delivery Area",152.338097,-26.305406
4605,BARLIL,QLD,,"Delivery Area",151.889081,-26.203276
4605,BYEE,QLD,,"Delivery Area",151.845251,-26.185272
4605,CHERBOURG,QLD,,"Delivery Area",151.928847,-26.287552
4605,CLOYNA,QLD,,"Delivery Area",151.822897,-26.113178
4605,"COBBS HILL",QLD,,"Delivery Area",151.910111,-26.056545
4605,CROWNTHORPE,QLD,,"Delivery Area",151.942684,-26.104140
4605,GLENROCK,QLD,,"Delivery Area",151.796451,-26.091003
4605,KITOBA,QLD,,"Delivery Area",151.858116,-26.059742
4605,MANYUNG,QLD,,"Delivery Area",152.011826,-26.204250
4605,MERLWOOD,QLD,,"Delivery Area",151.878828,-26.151483
4605,MOFFATDALE,QLD,,"Delivery Area",151.998880,-26.307355
4605,MOONDOONER,QLD,,"Delivery Area",152.016780,-26.239844
4605,MURGON,QLD,,"Delivery Area",151.936026,-26.244076
4605,OAKDALE,QLD,,"Delivery Area",151.912761,-26.198464
4605,REDGATE,QLD,,"Delivery Area",152.040101,-26.281189
4605,SILVERLEAF,QLD,,"Delivery Area",151.802515,-26.184237
4605,"SUNNY NOOK",QLD,,"Delivery Area",151.886244,-26.113307
4605,TABLELANDS,QLD,"SOUTH BURNETT REGIONAL COUNCIL","Delivery Area",151.938067,-26.161210
4605,WARNUNG,QLD,,"Delivery Area",151.832839,-26.154166
4605,WINDERA,QLD,,"Delivery Area",151.801552,-26.009200
4605,WOOROONDEN,QLD,,"Delivery Area",151.752826,-26.112809
4606,CHELMSFORD,QLD,,"Delivery Area",151.821457,-26.260861
4606,FAIRDALE,QLD,,"Delivery Area",151.767042,-26.269884
4606,"FICKS CROSSING",QLD,,"Delivery Area",151.891947,-26.258872
4606,GREENVIEW,QLD,,"Delivery Area",151.805608,-26.311956
4606,LEAFDALE,QLD,,"Delivery Area",151.771856,-26.236737
4606,"MOUNT MCEUEN",QLD,,"Delivery Area",151.720977,-26.239661
4606,"MP CREEK",QLD,,"Delivery Area",151.724919,-26.284550
4606,WHEATLANDS,QLD,,"Delivery Area",151.852016,-26.226241
4606,WONDAI,QLD,,"Delivery Area",151.863550,-26.287972
4608,CHARLESTOWN,QLD,,"Delivery Area",151.918867,-26.368343
4608,CUSHNIE,QLD,,"Delivery Area",151.745768,-26.351458
4608,TINGOORA,QLD,,"Delivery Area",151.812017,-26.357445
4608,WILKESDALE,QLD,,"Delivery Area",151.652173,-26.348214
4608,WOOROOLIN,QLD,,"Delivery Area",151.793439,-26.414270
4610,"ALICE CREEK",QLD,,"Delivery Area",151.617188,-26.763135
4610,BALLOGIE,QLD,,"Delivery Area",151.508499,-26.342730
4610,BENAIR,QLD,,"Delivery Area",151.691285,-26.635517
4610,BOOIE,QLD,,"Delivery Area",151.942692,-26.546121
4610,BOYNESIDE,QLD,,"Delivery Area",151.494599,-26.713755
4610,CHAHPINGAH,QLD,,"Delivery Area",151.376241,-26.470492
4610,COOLABUNIA,QLD,,"Delivery Area",151.889066,-26.596957
4610,CORNDALE,QLD,,"Delivery Area",151.880266,-26.445530
4610,CRAWFORD,QLD,,"Delivery Area",151.803523,-26.493894
4610,DANGORE,QLD,,"Delivery Area",151.587316,-26.470085
4610,DURONG,QLD,,"Delivery Area",151.243174,-26.392852
4610,ELLESMERE,QLD,,"Delivery Area",151.732041,-26.758905
4610,GOODGER,QLD,,"Delivery Area",151.831415,-26.666201
4610,GORDONBROOK,QLD,,"Delivery Area",151.699777,-26.455611
4610,"HALY CREEK",QLD,,"Delivery Area",151.727786,-26.693250
4610,HODGLEIGH,QLD,,"Delivery Area",151.925229,-26.616264
4610,INVERLAW,QLD,,"Delivery Area",151.760604,-26.590414
4610,IRONPOT,QLD,"SOUTH BURNETT REGIONAL COUNCIL","Delivery Area",151.445895,-26.606609
4610,KINGAROY,QLD,,"Delivery Area",151.834393,-26.523225
